,Query,Bitscore,E-value
789,OTU472,76.8,1e-13
790,OTU5174,80.5,1e-14
791,OTU10309,-1.0,-1.0
792,OTU6896,-1.0,-1.0
793,OTU1722,202.0,2e-51
794,OTU12701,141.0,5e-33
795,OTU15343,-1.0,-1.0
796,OTU15352,-1.0,-1.0
797,OTU1386,202.0,2e-51
798,OTU1253,-1.0,-1.0
799,OTU9356,167.0,8e-41
800,OTU6807,-1.0,-1.0
801,OTU216,207.0,5e-53
802,OTU12709,191.0,5e-48
803,OTU15379,-1.0,-1.0
804,OTU6816,200.0,8e-51
805,OTU6518,202.0,2e-51
806,OTU10357,202.0,2e-51
807,OTU385,207.0,5e-53
808,OTU884,207.0,5e-53
809,OTU254,200.0,8e-51
810,OTU174,137.0,5e-32
811,OTU18281,154.0,5e-37
812,OTU4100,159.0,1e-38
813,OTU372,158.0,4e-38
814,OTU1448,159.0,1e-38
815,OTU18279,71.3,5e-12
816,OTU625,165.0,2e-40
817,OTU18292,60.2,1e-08
818,OTU18294,169.0,2e-41
819,OTU11240,159.0,1e-38
820,OTU3881,165.0,2e-40
821,OTU6176,169.0,2e-41
822,OTU8876,165.0,2e-40
823,OTU2927,165.0,2e-40
824,OTU5283,165.0,2e-40
825,OTU13649,165.0,2e-40
826,OTU13651,165.0,2e-40
827,OTU8873,159.0,1e-38
828,OTU5333,165.0,2e-40
829,OTU4216,165.0,2e-40
830,OTU6882,165.0,2e-40
831,OTU13665,165.0,2e-40
832,OTU18327,159.0,1e-38
833,OTU189,158.0,4e-38
834,OTU7581,154.0,5e-37
835,OTU13925,69.4,2e-11
836,OTU18201,-1.0,-1.0
837,OTU18214,154.0,5e-37
838,OTU1492,145.0,3e-34
839,OTU4879,-1.0,-1.0
840,OTU18182,-1.0,-1.0
841,OTU13836,113.0,8e-25
842,OTU6691,202.0,2e-51
843,OTU935,202.0,2e-51
844,OTU15388,202.0,2e-51
845,OTU12665,202.0,2e-51
846,OTU5942,202.0,2e-51
847,OTU12666,202.0,2e-51
848,OTU10369,202.0,2e-51
849,OTU10371,202.0,2e-51
850,OTU8192,202.0,2e-51
851,OTU12671,52.8,2e-06
852,OTU9754,67.6,9e-11
853,OTU15375,65.8,3e-10
854,OTU3347,-1.0,-1.0
855,OTU15491,202.0,2e-51
856,OTU4111,207.0,5e-53
857,OTU881,213.0,1e-54
858,OTU15625,207.0,5e-53
859,OTU15589,191.0,5e-48
860,OTU9766,191.0,5e-48
861,OTU6057,191.0,5e-48
862,OTU4270,-1.0,-1.0
863,OTU3090,202.0,2e-51
864,OTU1937,207.0,5e-53
865,OTU12761,-1.0,-1.0
866,OTU6507,202.0,2e-51
867,OTU15518,202.0,2e-51
868,OTU15504,204.0,6e-52
869,OTU10000,202.0,2e-51
870,OTU780,52.8,2e-06
871,OTU8069,202.0,2e-51
872,OTU15572,159.0,1e-38
873,OTU1607,165.0,2e-40
874,OTU18241,63.9,8e-10
875,OTU13847,104.0,5e-22
876,OTU835,128.0,3e-29
877,OTU13881,159.0,1e-38
878,OTU18253,165.0,2e-40
879,OTU18254,159.0,1e-38
880,OTU18238,159.0,1e-38
881,OTU6921,165.0,2e-40
882,OTU18223,165.0,2e-40
883,OTU13553,165.0,2e-40
884,OTU18232,154.0,5e-37
885,OTU13040,165.0,2e-40
886,OTU6925,165.0,2e-40
887,OTU18415,159.0,1e-38
888,OTU4224,165.0,2e-40
889,OTU18441,128.0,3e-29
890,OTU6668,165.0,2e-40
891,OTU4875,171.0,5e-42
892,OTU13028,165.0,2e-40
893,OTU18432,165.0,2e-40
894,OTU6677,171.0,5e-42
895,OTU18418,159.0,1e-38
896,OTU4229,147.0,8e-35
897,OTU1754,132.0,2e-30
898,OTU4233,159.0,1e-38
899,OTU1145,159.0,1e-38
900,OTU5816,159.0,1e-38
901,OTU3009,159.0,1e-38
902,OTU12973,206.0,2e-52
903,OTU389,213.0,1e-54
904,OTU12728,191.0,5e-48
905,OTU7122,161.0,4e-39
906,OTU9923,-1.0,-1.0
907,OTU6250,200.0,8e-51
908,OTU5689,200.0,8e-51
909,OTU8090,200.0,8e-51
910,OTU12735,200.0,8e-51
911,OTU6081,207.0,5e-53
912,OTU15556,-1.0,-1.0
913,OTU15131,163.0,1e-39
914,OTU6971,202.0,2e-51
915,OTU12741,191.0,5e-48
916,OTU15081,191.0,5e-48
917,OTU12744,191.0,5e-48
918,OTU745,207.0,5e-53
919,OTU15109,195.0,4e-49
920,OTU9252,200.0,8e-51
921,OTU15124,200.0,8e-51
922,OTU15119,200.0,8e-51
923,OTU1084,202.0,2e-51
924,OTU9843,200.0,8e-51
925,OTU907,196.0,1e-49
926,OTU14959,196.0,1e-49
927,OTU8406,196.0,1e-49
928,OTU14966,202.0,2e-51
929,OTU7015,-1.0,-1.0
930,OTU3354,154.0,5e-37
931,OTU3195,159.0,1e-38
932,OTU5319,159.0,1e-38
933,OTU4869,159.0,1e-38
934,OTU7608,159.0,1e-38
935,OTU18369,154.0,5e-37
936,OTU5878,159.0,1e-38
937,OTU3847,159.0,1e-38
938,OTU13017,148.0,2e-35
939,OTU4019,159.0,1e-38
940,OTU10999,159.0,1e-38
941,OTU3006,165.0,2e-40
942,OTU1049,137.0,5e-32
943,OTU6726,159.0,1e-38
944,OTU13124,148.0,2e-35
945,OTU2402,-1.0,-1.0
946,OTU8915,124.0,4e-28
947,OTU855,154.0,5e-37
948,OTU1259,159.0,1e-38
949,OTU2354,161.0,3e-39
950,OTU18409,154.0,5e-37
951,OTU4614,159.0,1e-38
952,OTU2160,152.0,2e-36
953,OTU7629,-1.0,-1.0
954,OTU5322,159.0,1e-38
955,OTU5313,154.0,5e-37
956,OTU8910,159.0,1e-38
957,OTU6661,161.0,3e-39
958,OTU11017,154.0,5e-37
959,OTU8908,156.0,1e-37
960,OTU4863,154.0,5e-37
961,OTU18012,-1.0,-1.0
962,OTU3051,207.0,5e-53
963,OTU15037,54.7,7e-07
964,OTU15040,-1.0,-1.0
965,OTU12550,-1.0,-1.0
966,OTU8288,191.0,5e-48
967,OTU15224,-1.0,-1.0
968,OTU1014,207.0,5e-53
969,OTU6756,-1.0,-1.0
970,OTU2472,213.0,1e-54
971,OTU12623,-1.0,-1.0
972,OTU15289,202.0,2e-51
973,OTU4573,60.2,1e-08
974,OTU15301,202.0,2e-51
975,OTU230,167.0,8e-41
976,OTU9845,-1.0,-1.0
977,OTU6948,202.0,2e-51
978,OTU15267,206.0,2e-52
979,OTU6613,202.0,2e-51
980,OTU11095,202.0,2e-51
981,OTU9648,207.0,5e-53
982,OTU63,183.0,8e-46
983,OTU12601,204.0,6e-52
984,OTU15152,62.1,4e-09
985,OTU11113,202.0,2e-51
986,OTU8363,207.0,5e-53
987,OTU11183,207.0,5e-53
988,OTU15193,191.0,5e-48
989,OTU11937,-1.0,-1.0
990,OTU16149,185.0,2e-46
991,OTU11945,196.0,1e-49
992,OTU16147,196.0,1e-49
993,OTU16141,196.0,1e-49
994,OTU16192,196.0,1e-49
995,OTU16067,196.0,1e-49
996,OTU11068,-1.0,-1.0
997,OTU11071,-1.0,-1.0
998,OTU9145,76.8,1e-13
999,OTU12009,-1.0,-1.0
1000,OTU1401,150.0,6e-36
1001,OTU13109,141.0,4e-33
1002,OTU138,163.0,8e-40
1003,OTU5848,154.0,5e-37
1004,OTU6650,154.0,5e-37
1005,OTU17995,148.0,2e-35
1006,OTU11160,154.0,5e-37
1007,OTU17993,154.0,5e-37
1008,OTU17994,148.0,2e-35
1009,OTU8897,159.0,1e-38
1010,OTU12844,154.0,5e-37
1011,OTU2269,148.0,2e-35
1012,OTU1669,63.9,8e-10
1013,OTU18001,69.4,2e-11
1014,OTU17891,82.4,2e-15
1015,OTU17889,-1.0,-1.0
1016,OTU8892,93.5,1e-18
1017,OTU17902,148.0,2e-35
1018,OTU17874,132.0,2e-30
1019,OTU1061,159.0,1e-38
1020,OTU3404,-1.0,-1.0
1021,OTU1483,154.0,5e-37
1022,OTU11143,148.0,2e-35
1023,OTU17943,-1.0,-1.0
1024,OTU17937,97.1,8e-20
1025,OTU2039,-1.0,-1.0
1026,OTU17912,148.0,2e-35
1027,OTU643,158.0,4e-38
1028,OTU17924,124.0,4e-28
1029,OTU2412,121.0,5e-27
1030,OTU18124,159.0,1e-38
1031,OTU8343,158.0,4e-38
1032,OTU5462,71.3,5e-12
1033,OTU18123,84.2,9e-16
1034,OTU12010,-1.0,-1.0
1035,OTU16339,135.0,2e-31
1036,OTU5834,104.0,7e-22
1037,OTU11319,62.1,4e-09
1038,OTU16346,-1.0,-1.0
1039,OTU16349,65.8,3e-10
1040,OTU1444,56.5,2e-07
1041,OTU11321,-1.0,-1.0
1042,OTU1158,206.0,2e-52
1043,OTU1801,-1.0,-1.0
1044,OTU7578,206.0,2e-52
1045,OTU809,206.0,2e-52
1046,OTU11371,195.0,4e-49
1047,OTU11356,-1.0,-1.0
1048,OTU1091,78.7,4e-14
1049,OTU6875,76.8,1e-13
1050,OTU11367,65.8,3e-10
1051,OTU16325,76.8,1e-13
1052,OTU16326,71.3,7e-12
1053,OTU11965,76.8,1e-13
1054,OTU4097,76.8,1e-13
1055,OTU4870,-1.0,-1.0
1056,OTU6694,71.3,7e-12
1057,OTU9404,80.5,1e-14
1058,OTU16383,200.0,8e-51
1059,OTU762,209.0,1e-53
1060,OTU560,65.8,3e-10
1061,OTU16386,65.8,3e-10
1062,OTU6855,-1.0,-1.0
1063,OTU16375,-1.0,-1.0
1064,OTU11982,-1.0,-1.0
1065,OTU9344,75.0,5e-13
1066,OTU16248,206.0,2e-52
1067,OTU1957,124.0,5e-28
1068,OTU16239,206.0,2e-52
1069,OTU2,169.0,2e-41
1070,OTU11818,200.0,8e-51
1071,OTU7948,-1.0,-1.0
1072,OTU7,172.0,2e-42
1073,OTU16270,-1.0,-1.0
1074,OTU6710,-1.0,-1.0
1075,OTU15800,165.0,2e-40
1076,OTU18133,-1.0,-1.0
1077,OTU14,145.0,3e-34
1078,OTU12943,137.0,5e-32
1079,OTU18120,147.0,8e-35
1080,OTU18113,80.5,8e-15
1081,OTU18116,69.4,2e-11
1082,OTU6986,150.0,6e-36
1083,OTU18172,147.0,8e-35
1084,OTU12968,76.8,1e-13
1085,OTU8265,147.0,8e-35
1086,OTU9083,139.0,1e-32
1087,OTU18171,148.0,2e-35
1088,OTU863,154.0,5e-37
1089,OTU9761,159.0,1e-38
1090,OTU18153,148.0,2e-35
1091,OTU9075,60.2,1e-08
1092,OTU12895,134.0,6e-31
1093,OTU12893,154.0,5e-37
1094,OTU5780,159.0,1e-38
1095,OTU8249,60.2,1e-08
1096,OTU12890,145.0,3e-34
1097,OTU9871,130.0,8e-30
1098,OTU4245,165.0,2e-40
1099,OTU3625,-1.0,-1.0
1100,OTU9774,159.0,1e-38
1101,OTU3239,159.0,1e-38
1102,OTU5291,159.0,1e-38
1103,OTU12897,97.1,8e-20
1104,OTU18027,122.0,1e-27
1105,OTU18030,122.0,1e-27
1106,OTU1103,56.5,2e-07
1107,OTU15804,78.7,4e-14
1108,OTU15785,56.5,2e-07
1109,OTU11791,82.4,3e-15
1110,OTU7915,-1.0,-1.0
1111,OTU15786,156.0,2e-37
1112,OTU11830,-1.0,-1.0
1113,OTU15846,65.8,3e-10
1114,OTU528,154.0,6e-37
1115,OTU7735,-1.0,-1.0
1116,OTU15843,-1.0,-1.0
1117,OTU1829,65.8,3e-10
1118,OTU15811,65.8,3e-10
1119,OTU6260,178.0,4e-44
1120,OTU2916,67.6,9e-11
1121,OTU7709,76.8,1e-13
1122,OTU11885,45.4,0.0004
1123,OTU11887,76.8,1e-13
1124,OTU9466,71.3,7e-12
1125,OTU6477,76.8,1e-13
1126,OTU15714,-1.0,-1.0
1127,OTU5212,76.8,1e-13
1128,OTU11834,76.8,1e-13
1129,OTU7109,-1.0,-1.0
1130,OTU4187,75.0,5e-13
1131,OTU11842,73.1,2e-12
1132,OTU15684,-1.0,-1.0
1133,OTU11848,-1.0,-1.0
1134,OTU11856,65.8,3e-10
1135,OTU4464,75.0,5e-13
1136,OTU9411,76.8,1e-13
1137,OTU10630,76.8,1e-13
1138,OTU15742,76.8,1e-13
1139,OTU6905,76.8,1e-13
1140,OTU15752,56.5,2e-07
1141,OTU310,76.8,1e-13
1142,OTU15740,39.9,0.019
1143,OTU2779,76.8,1e-13
1144,OTU7763,54.7,7e-07
1145,OTU9310,76.8,1e-13
1146,OTU1753,76.8,1e-13
1147,OTU15728,56.5,2e-07
1148,OTU12196,49.1,3e-05
1149,OTU6852,-1.0,-1.0
1150,OTU12150,60.2,1e-08
1151,OTU6162,115.0,3e-25
1152,OTU9066,148.0,2e-35
1153,OTU18040,159.0,1e-38
1154,OTU9990,154.0,5e-37
1155,OTU18063,158.0,4e-38
1156,OTU18607,-1.0,-1.0
1157,OTU1791,161.0,3e-39
1158,OTU1730,159.0,1e-38
1159,OTU1984,158.0,4e-38
1160,OTU6704,-1.0,-1.0
1161,OTU18094,152.0,2e-36
1162,OTU18093,159.0,1e-38
1163,OTU13409,63.9,8e-10
1164,OTU8278,159.0,1e-38
1165,OTU18078,154.0,5e-37
1166,OTU5755,154.0,5e-37
1167,OTU3694,159.0,1e-38
1168,OTU13449,154.0,5e-37
1169,OTU9061,159.0,1e-38
1170,OTU6735,159.0,1e-38
1171,OTU7016,159.0,1e-38
1172,OTU9091,143.0,1e-33
1173,OTU9076,156.0,1e-37
1174,OTU5273,65.8,2e-10
1175,OTU9934,154.0,5e-37
1176,OTU9957,154.0,5e-37
1177,OTU13433,148.0,2e-35
1178,OTU5759,111.0,3e-24
1179,OTU8451,159.0,1e-38
1180,OTU13383,145.0,3e-34
1181,OTU8450,159.0,1e-38
1182,OTU13395,154.0,5e-37
1183,OTU5452,65.8,3e-10
1184,OTU16012,-1.0,-1.0
1185,OTU15997,-1.0,-1.0
1186,OTU16000,-1.0,-1.0
1187,OTU9157,-1.0,-1.0
1188,OTU15879,63.9,1e-09
1189,OTU15880,-1.0,-1.0
1190,OTU105,163.0,1e-39
1191,OTU15883,-1.0,-1.0
1192,OTU1873,84.2,8e-16
1193,OTU4671,-1.0,-1.0
1194,OTU35,169.0,2e-41
1195,OTU15892,56.5,2e-07
1196,OTU15895,-1.0,-1.0
1197,OTU15859,84.2,8e-16
1198,OTU15861,-1.0,-1.0
1199,OTU15929,52.8,2e-06
1200,OTU1190,58.4,5e-08
1201,OTU15931,56.5,2e-07
1202,OTU2617,82.4,3e-15
1203,OTU5735,75.0,5e-13
1204,OTU12243,75.0,5e-13
1205,OTU6951,76.8,1e-13
1206,OTU7018,69.4,2e-11
1207,OTU12271,71.3,7e-12
1208,OTU8405,73.1,2e-12
1209,OTU9230,71.3,7e-12
1210,OTU9257,52.8,2e-06
1211,OTU10852,62.1,4e-09
1212,OTU14187,52.8,2e-06
1213,OTU14212,80.5,1e-14
1214,OTU14224,76.8,1e-13
1215,OTU14221,76.8,1e-13
1216,OTU12084,76.8,1e-13
1217,OTU6879,78.7,4e-14
1218,OTU75,139.0,2e-32
1219,OTU11,119.0,2e-26
1220,OTU117,154.0,6e-37
1221,OTU6459,-1.0,-1.0
1222,OTU14332,65.8,3e-10
1223,OTU9687,65.8,3e-10
1224,OTU12063,67.6,8e-11
1225,OTU1883,65.8,3e-10
1226,OTU8126,65.8,3e-10
1227,OTU12065,63.9,1e-09
1228,OTU12066,65.8,3e-10
1229,OTU14376,159.0,1e-38
1230,OTU18846,159.0,1e-38
1231,OTU9918,159.0,1e-38
1232,OTU9116,139.0,1e-32
1233,OTU9929,159.0,1e-38
1234,OTU13392,124.0,4e-28
1235,OTU18943,130.0,8e-30
1236,OTU2038,159.0,1e-38
1237,OTU3064,156.0,1e-37
1238,OTU3917,152.0,2e-36
1239,OTU8381,154.0,5e-37
1240,OTU6281,122.0,1e-27
1241,OTU13508,159.0,1e-38
1242,OTU18913,159.0,1e-38
1243,OTU3701,159.0,1e-38
1244,OTU2442,159.0,1e-38
1245,OTU4529,159.0,1e-38
1246,OTU3919,158.0,4e-38
1247,OTU13550,159.0,1e-38
1248,OTU18921,159.0,1e-38
1249,OTU9954,159.0,1e-38
1250,OTU4542,154.0,5e-37
1251,OTU4813,159.0,1e-38
1252,OTU8417,152.0,2e-36
1253,OTU217,165.0,2e-40
1254,OTU13480,108.0,4e-23
1255,OTU18820,154.0,5e-37
1256,OTU18819,154.0,5e-37
1257,OTU13473,137.0,5e-32
1258,OTU18875,78.7,3e-14
1259,OTU18868,62.1,4e-09
1260,OTU9735,-1.0,-1.0
1261,OTU14369,60.2,1e-08
1262,OTU3,167.0,8e-41
1263,OTU10553,176.0,1e-43
1264,OTU12025,-1.0,-1.0
1265,OTU258,165.0,3e-40
1266,OTU1938,84.2,8e-16
1267,OTU4498,150.0,8e-36
1268,OTU12026,-1.0,-1.0
1269,OTU9578,60.2,1e-08
1270,OTU14049,135.0,2e-31
1271,OTU1114,154.0,6e-37
1272,OTU1256,99.0,3e-20
1273,OTU7189,-1.0,-1.0
1274,OTU12049,-1.0,-1.0
1275,OTU9496,60.2,1e-08
1276,OTU3002,121.0,6e-27
1277,OTU14057,-1.0,-1.0
1278,OTU5865,-1.0,-1.0
1279,OTU2553,158.0,5e-38
1280,OTU14055,-1.0,-1.0
1281,OTU93,159.0,1e-38
1282,OTU14076,65.8,3e-10
1283,OTU12121,80.5,1e-14
1284,OTU1174,204.0,6e-52
1285,OTU848,209.0,1e-53
1286,OTU14012,-1.0,-1.0
1287,OTU9535,76.8,1e-13
1288,OTU1624,76.8,1e-13
1289,OTU7648,76.8,1e-13
1290,OTU11324,76.8,1e-13
1291,OTU14748,52.8,2e-06
1292,OTU7266,76.8,1e-13
1293,OTU5713,76.8,1e-13
1294,OTU14708,52.8,2e-06
1295,OTU14714,76.8,1e-13
1296,OTU14909,-1.0,-1.0
1297,OTU159,161.0,4e-39
1298,OTU1180,65.8,3e-10
1299,OTU8566,65.8,3e-10
1300,OTU11147,65.8,3e-10
1301,OTU12097,147.0,8e-35
1302,OTU6961,154.0,5e-37
1303,OTU836,154.0,5e-37
1304,OTU9099,132.0,2e-30
1305,OTU18849,76.8,1e-13
1306,OTU4170,121.0,5e-27
1307,OTU6949,-1.0,-1.0
1308,OTU19037,137.0,5e-32
1309,OTU2818,158.0,4e-38
1310,OTU2947,152.0,2e-36
1311,OTU19032,141.0,4e-33
1312,OTU6944,154.0,5e-37
1313,OTU13493,-1.0,-1.0
1314,OTU4033,159.0,1e-38
1315,OTU10030,159.0,1e-38
1316,OTU4288,159.0,1e-38
1317,OTU19021,128.0,3e-29
1318,OTU19020,154.0,5e-37
1319,OTU4066,159.0,1e-38
1320,OTU3716,159.0,1e-38
1321,OTU2977,159.0,1e-38
1322,OTU5475,163.0,8e-40
1323,OTU3923,159.0,1e-38
1324,OTU19031,126.0,1e-28
1325,OTU8047,159.0,1e-38
1326,OTU3915,159.0,1e-38
1327,OTU9898,159.0,1e-38
1328,OTU19061,154.0,5e-37
1329,OTU2913,159.0,1e-38
1330,OTU3718,159.0,1e-38
1331,OTU1554,62.1,4e-09
1332,OTU12094,65.8,3e-10
1333,OTU1686,65.8,3e-10
1334,OTU14921,65.8,3e-10
1335,OTU8485,62.1,4e-09
1336,OTU7880,65.8,3e-10
1337,OTU12143,67.6,8e-11
1338,OTU190,154.0,6e-37
1339,OTU14860,82.4,3e-15
1340,OTU2041,65.8,3e-10
1341,OTU11280,-1.0,-1.0
1342,OTU14866,78.7,4e-14
1343,OTU14867,63.9,1e-09
1344,OTU14850,65.8,3e-10
1345,OTU12136,65.8,3e-10
1346,OTU11344,65.8,3e-10
1347,OTU38,165.0,3e-40
1348,OTU14461,-1.0,-1.0
1349,OTU12129,82.4,3e-15
1350,OTU11242,65.8,3e-10
1351,OTU1140,65.8,3e-10
1352,OTU8573,-1.0,-1.0
1353,OTU14520,-1.0,-1.0
1354,OTU14492,-1.0,-1.0
1355,OTU14493,63.9,1e-09
1356,OTU12118,106.0,2e-22
1357,OTU14494,87.9,6e-17
1358,OTU5715,174.0,5e-43
1359,OTU2688,152.0,2e-36
1360,OTU14397,-1.0,-1.0
1361,OTU14389,52.8,2e-06
1362,OTU2282,76.8,1e-13
1363,OTU14387,76.8,1e-13
1364,OTU3109,58.4,5e-08
1365,OTU7439,76.8,1e-13
1366,OTU1853,78.7,4e-14
1367,OTU8390,76.8,1e-13
1368,OTU14417,65.8,3e-10
1369,OTU10554,65.8,3e-10
1370,OTU10532,65.8,3e-10
1371,OTU14608,65.8,3e-10
1372,OTU12024,-1.0,-1.0
1373,OTU12068,148.0,2e-35
1374,OTU3886,159.0,1e-38
1375,OTU18953,161.0,3e-39
1376,OTU6973,159.0,1e-38
1377,OTU18811,159.0,1e-38
1378,OTU9022,159.0,1e-38
1379,OTU9811,154.0,5e-37
1380,OTU2936,159.0,1e-38
1381,OTU13173,159.0,1e-38
1382,OTU6252,161.0,3e-39
1383,OTU7133,159.0,1e-38
1384,OTU9021,159.0,1e-38
1385,OTU8092,161.0,3e-39
1386,OTU10002,154.0,5e-37
1387,OTU5299,159.0,1e-38
1388,OTU8079,159.0,1e-38
1389,OTU13171,159.0,1e-38
1390,OTU7126,152.0,2e-36
1391,OTU18594,-1.0,-1.0
1392,OTU13188,-1.0,-1.0
1393,OTU9017,128.0,3e-29
1394,OTU4827,-1.0,-1.0
1395,OTU18582,148.0,2e-35
1396,OTU2717,145.0,3e-34
1397,OTU13261,159.0,1e-38
1398,OTU13330,159.0,1e-38
1399,OTU6265,154.0,5e-37
1400,OTU9925,139.0,1e-32
1401,OTU9902,159.0,1e-38
1402,OTU18645,159.0,1e-38
1403,OTU18650,65.8,3e-10
1404,OTU14661,65.8,3e-10
1405,OTU14541,-1.0,-1.0
1406,OTU12072,117.0,8e-26
1407,OTU14551,102.0,2e-21
1408,OTU14552,82.4,3e-15
1409,OTU8534,84.2,8e-16
1410,OTU1779,65.8,3e-10
1411,OTU14530,65.8,3e-10
1412,OTU2941,65.8,3e-10
1413,OTU12053,52.8,2e-06
1414,OTU14578,51.0,8e-06
1415,OTU3225,65.8,3e-10
1416,OTU14580,67.6,8e-11
1417,OTU14583,52.8,2e-06
1418,OTU1236,113.0,1e-24
1419,OTU4433,147.0,1e-34
1420,OTU14565,-1.0,-1.0
1421,OTU1389,152.0,2e-36
1422,OTU8501,-1.0,-1.0
1423,OTU8497,52.8,2e-06
1424,OTU8134,63.9,1e-09
1425,OTU8147,-1.0,-1.0
1426,OTU12054,106.0,2e-22
1427,OTU12238,-1.0,-1.0
1428,OTU12233,91.6,5e-18
1429,OTU673,89.8,2e-17
1430,OTU14606,-1.0,-1.0
1431,OTU14432,76.8,1e-13
1432,OTU12215,73.1,2e-12
1433,OTU14436,76.8,1e-13
1434,OTU14383,65.8,3e-10
1435,OTU2647,139.0,2e-32
1436,OTU2527,65.8,3e-10
1437,OTU14514,99.0,3e-20
1438,OTU12240,52.8,2e-06
1439,OTU6939,97.1,1e-19
1440,OTU14469,-1.0,-1.0
1441,OTU7010,67.6,8e-11
1442,OTU7007,-1.0,-1.0
1443,OTU1618,158.0,5e-38
1444,OTU10775,-1.0,-1.0
1445,OTU8374,60.2,1e-08
1446,OTU14859,65.8,3e-10
1447,OTU14872,65.8,3e-10
1448,OTU39,159.0,1e-38
1449,OTU7141,159.0,1e-38
1450,OTU9015,159.0,1e-38
1451,OTU18643,159.0,1e-38
1452,OTU18614,165.0,2e-40
1453,OTU18622,154.0,5e-37
1454,OTU18628,158.0,4e-38
1455,OTU18629,159.0,1e-38
1456,OTU3368,132.0,2e-30
1457,OTU13349,141.0,4e-33
1458,OTU18571,148.0,2e-35
1459,OTU7165,154.0,5e-37
1460,OTU219,169.0,2e-41
1461,OTU9011,159.0,1e-38
1462,OTU18524,-1.0,-1.0
1463,OTU7984,159.0,1e-38
1464,OTU18526,-1.0,-1.0
1465,OTU18527,159.0,1e-38
1466,OTU4822,154.0,5e-37
1467,OTU466,159.0,1e-38
1468,OTU6493,159.0,1e-38
1469,OTU9993,159.0,1e-38
1470,OTU18498,143.0,1e-33
1471,OTU9009,159.0,1e-38
1472,OTU7971,159.0,1e-38
1473,OTU13309,159.0,1e-38
1474,OTU13283,161.0,3e-39
1475,OTU6501,159.0,1e-38
1476,OTU9007,52.8,2e-06
1477,OTU6053,-1.0,-1.0
1478,OTU7076,159.0,1e-38
1479,OTU18531,159.0,1e-38
1480,OTU9002,165.0,2e-40
1481,OTU4819,161.0,4e-39
1482,OTU12259,67.6,8e-11
1483,OTU14920,65.8,3e-10
1484,OTU8570,76.8,1e-13
1485,OTU4079,-1.0,-1.0
1486,OTU10801,49.1,3e-05
1487,OTU7163,65.8,3e-10
1488,OTU12244,-1.0,-1.0
1489,OTU635,65.8,3e-10
1490,OTU12209,65.8,3e-10
1491,OTU14706,65.8,3e-10
1492,OTU12208,-1.0,-1.0
1493,OTU10936,-1.0,-1.0
1494,OTU6801,-1.0,-1.0
1495,OTU8507,-1.0,-1.0
1496,OTU12165,93.5,1e-18
1497,OTU7940,139.0,2e-32
1498,OTU1488,198.0,3e-50
1499,OTU7942,-1.0,-1.0
1500,OTU3720,65.8,3e-10
1501,OTU1536,65.8,3e-10
1502,OTU163,99.0,3e-20
1503,OTU12201,-1.0,-1.0
1504,OTU2441,69.4,2e-11
1505,OTU619,-1.0,-1.0
1506,OTU12184,60.2,1e-08
1507,OTU1213,65.8,3e-10
1508,OTU1170,137.0,6e-32
1509,OTU966,99.0,3e-20
1510,OTU2148,65.8,3e-10
1511,OTU10626,60.2,1e-08
1512,OTU1943,156.0,2e-37
1513,OTU14144,-1.0,-1.0
1514,OTU3552,122.0,2e-27
1515,OTU5693,148.0,3e-35
1516,OTU6172,65.8,3e-10
1517,OTU14178,-1.0,-1.0
1518,OTU3686,-1.0,-1.0
1519,OTU14227,-1.0,-1.0
1520,OTU11845,65.8,3e-10
1521,OTU18711,65.8,3e-10
1522,OTU68,163.0,1e-39
1523,OTU11836,-1.0,-1.0
1524,OTU7066,117.0,8e-26
1525,OTU135,152.0,2e-36
1526,OTU18530,-1.0,-1.0
1527,OTU6354,167.0,8e-41
1528,OTU1029,54.7,6e-07
1529,OTU265,159.0,1e-38
1530,OTU8008,159.0,1e-38
1531,OTU18568,154.0,5e-37
1532,OTU18544,113.0,8e-25
1533,OTU8995,143.0,1e-33
1534,OTU13071,-1.0,-1.0
1535,OTU13288,154.0,5e-37
1536,OTU4508,165.0,2e-40
1537,OTU8993,165.0,2e-40
1538,OTU140,172.0,1e-42
1539,OTU13287,165.0,2e-40
1540,OTU5294,171.0,5e-42
1541,OTU13299,171.0,5e-42
1542,OTU18734,159.0,1e-38
1543,OTU13302,171.0,5e-42
1544,OTU18796,165.0,2e-40
1545,OTU5929,122.0,1e-27
1546,OTU18804,154.0,5e-37
1547,OTU13269,143.0,1e-33
1548,OTU4086,108.0,4e-23
1549,OTU1134,95.3,3e-19
1550,OTU3897,104.0,5e-22
1551,OTU18788,99.0,2e-20
1552,OTU18789,67.6,6e-11
1553,OTU10344,106.0,1e-22
1554,OTU6809,130.0,8e-30
1555,OTU18689,165.0,2e-40
1556,OTU6515,147.0,8e-35
1557,OTU875,163.0,8e-40
1558,OTU18662,152.0,2e-36
1559,OTU18665,152.0,2e-36
1560,OTU13351,-1.0,-1.0
1561,OTU1664,154.0,6e-37
1562,OTU1555,-1.0,-1.0
1563,OTU7728,171.0,6e-42
1564,OTU192,99.0,3e-20
1565,OTU10745,84.2,8e-16
1566,OTU8984,99.0,3e-20
1567,OTU62,-1.0,-1.0
1568,OTU2209,163.0,1e-39
1569,OTU18988,-1.0,-1.0
1570,OTU18109,141.0,5e-33
1571,OTU6104,-1.0,-1.0
1572,OTU11768,52.8,2e-06
1573,OTU6617,63.9,1e-09
